DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,uSNChanged,name,objectGUID,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,dc,cn,description,showInAdvancedViewOnly,ou,msDS-TombstoneQuotaFactor,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,ipsecName,ipsecID,ipsecDataType,ipsecData,ipsecISAKMPReference,ipsecNFAReference,ipsecOwnersReference,ipsecNegotiationPolicyReference,ipsecFilterReference,iPSECNegotiationPolicyType,iPSECNegotiationPolicyAction,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,logonHours,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,groupType,member,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-AdditionalDnsHostName,msDS-SupportedEncryptionTypes,msDS-GenerationId,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,physicalDeliveryOfficeName,telephoneNumber,givenName,department,userPrincipalName,mail
"CN=4dfbb973-8a62-4310-a90c-776e00f83222,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=4dfbb973-8a62-4310-a90c-776e00f83222,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5896,,5896,4dfbb973-8a62-4310-a90c-776e00f83222,X'c8b5d974a87f184c8d03e9d51f1d96a4',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,4dfbb973-8a62-4310-a90c-776e00f83222,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=8437C3D8-7689-4200-BF38-79E4AC33DFA0,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=8437C3D8-7689-4200-BF38-79E4AC33DFA0,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5897,,5897,8437C3D8-7689-4200-BF38-79E4AC33DFA0,X'2893fbb28f150a42b2dbda9999898ed1',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,8437C3D8-7689-4200-BF38-79E4AC33DFA0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=7cfb016c-4f87-4406-8166-bd9df943947f,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=7cfb016c-4f87-4406-8166-bd9df943947f,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5898,,5898,7cfb016c-4f87-4406-8166-bd9df943947f,X'b164ec7e5f55334691e6c4eea29bda90',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,7cfb016c-4f87-4406-8166-bd9df943947f,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=f7ed4553-d82b-49ef-a839-2f38a36bb069,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=f7ed4553-d82b-49ef-a839-2f38a36bb069,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5899,,5899,f7ed4553-d82b-49ef-a839-2f38a36bb069,X'12353369538eeb45b902bb0bde39ccaf',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,f7ed4553-d82b-49ef-a839-2f38a36bb069,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=8ca38317-13a4-4bd4-806f-ebed6acb5d0c,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=8ca38317-13a4-4bd4-806f-ebed6acb5d0c,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5900,,5900,8ca38317-13a4-4bd4-806f-ebed6acb5d0c,X'cb40e1697decd3438d7ac463bbf771e8',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,8ca38317-13a4-4bd4-806f-ebed6acb5d0c,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=3c784009-1f57-4e2a-9b04-6915c9e71961,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=3c784009-1f57-4e2a-9b04-6915c9e71961,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5901,,5901,3c784009-1f57-4e2a-9b04-6915c9e71961,X'85e2cd590cee5d42838fce6627987459',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,3c784009-1f57-4e2a-9b04-6915c9e71961,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5678-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5678-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5902,,5902,6bcd5678-8314-11d6-977b-00c04f613221,X'01a33cce1d397746b6e8ef6846ade451',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5678-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5679-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5679-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5903,,5903,6bcd5679-8314-11d6-977b-00c04f613221,X'95935217609aa246a69b4974a0131b87',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5679-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd567a-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd567a-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5904,,5904,6bcd567a-8314-11d6-977b-00c04f613221,X'0fcce8f8e71c894f9c8a122cc48b1f44',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd567a-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd567b-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd567b-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5905,,5905,6bcd567b-8314-11d6-977b-00c04f613221,X'9e245fbb3a7b474aad74da115a4863e2',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd567b-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd567c-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd567c-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5906,,5906,6bcd567c-8314-11d6-977b-00c04f613221,X'914d51578639eb42af667fdc099146ce',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd567c-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd567d-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd567d-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5907,,5907,6bcd567d-8314-11d6-977b-00c04f613221,X'5764b70764b06549958a2ea47454a030',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd567d-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd567e-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd567e-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5908,,5908,6bcd567e-8314-11d6-977b-00c04f613221,X'10d6c9d34765a94891f2928454c96f75',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd567e-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd567f-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd567f-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5909,,5909,6bcd567f-8314-11d6-977b-00c04f613221,X'f3665cffe0a72f4086d3d86a1289067c',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd567f-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5680-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5680-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5910,,5910,6bcd5680-8314-11d6-977b-00c04f613221,X'a089f4db87e4b749ac678c16de63c113',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5680-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5681-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5681-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5911,,5911,6bcd5681-8314-11d6-977b-00c04f613221,X'4c5e371f50e51344b12b80c2e0db5432',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5681-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5682-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5682-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5912,,5912,6bcd5682-8314-11d6-977b-00c04f613221,X'2052189ee768c949917233cc4e04668e',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5682-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5683-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5683-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5913,,5913,6bcd5683-8314-11d6-977b-00c04f613221,X'f023b94cf9e1b846861a8ab05e877722',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5683-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5684-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5684-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5914,,5914,6bcd5684-8314-11d6-977b-00c04f613221,X'd89ac9a2da033f4ababb7cbf00c7dadb',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5684-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5685-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5685-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5915,,5915,6bcd5685-8314-11d6-977b-00c04f613221,X'7f695b28eb182e40a89cf5d5986efa7d',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5685-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5686-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5686-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5916,,5916,6bcd5686-8314-11d6-977b-00c04f613221,X'2c10563b9cea874691172c1ad3cc46b4',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5686-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5687-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5687-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5917,,5917,6bcd5687-8314-11d6-977b-00c04f613221,X'041395fed52e6f49b97d31b46ea03a51',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5687-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5688-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5688-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5918,,5918,6bcd5688-8314-11d6-977b-00c04f613221,X'd3f1e7b8b972de4db617e9aca6577cdc',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5688-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd5689-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd5689-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5919,,5919,6bcd5689-8314-11d6-977b-00c04f613221,X'7628b430506c3e4aa2790a47c005b659',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd5689-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd568a-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd568a-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5920,,5920,6bcd568a-8314-11d6-977b-00c04f613221,X'e3dc0ee4c2e8cb4d8c9b11ce7e39627a',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd568a-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd568b-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd568b-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5921,,5921,6bcd568b-8314-11d6-977b-00c04f613221,X'beb34fd2c7954546a52331083b9681c7',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd568b-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd568c-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd568c-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5922,,5922,6bcd568c-8314-11d6-977b-00c04f613221,X'8a24efd1bc112a49af59d8c4d37f4850',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd568c-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=6bcd568d-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=6bcd568d-8314-11d6-977b-00c04f613221,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5923,,5923,6bcd568d-8314-11d6-977b-00c04f613221,X'df5a50dcdedd5846b2ec56fa38ca309f',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,6bcd568d-8314-11d6-977b-00c04f613221,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=3051c66f-b332-4a73-9a20-2d6a7d6e6a1c,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=3051c66f-b332-4a73-9a20-2d6a7d6e6a1c,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5924,,5924,3051c66f-b332-4a73-9a20-2d6a7d6e6a1c,X'fe8322c283af8647acaf3e55d0dca09e',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,3051c66f-b332-4a73-9a20-2d6a7d6e6a1c,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=3e4f4182-ac5d-4378-b760-0eab2de593e2,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",container,"CN=3e4f4182-ac5d-4378-b760-0eab2de593e2,CN=Operations,CN=DomainUpdates,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175326.0Z,20221018175326.0Z,,5925,,5925,3e4f4182-ac5d-4378-b760-0eab2de593e2,X'e37bf2d940128d46a2150e93b33fa4dd',,,,,,,,,,,,,,,,,,,,,,,"CN=Container,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,3e4f4182-ac5d-4378-b760-0eab2de593e2,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
